falsto_name,year,scale,spei
Burglengenfeld_2,2020,1,1.02942702318968
Burglengenfeld_2,2020,12,1.57852981743251
Burglengenfeld_2,2021,1,0.681600499247643
Burglengenfeld_2,2021,12,1.42214457914356
Buttenwiesen_1,2015,1,0.408355757135923
Buttenwiesen_1,2015,12,-0.148241526692514
Buttenwiesen_1,2016,1,0.683780487041079
Buttenwiesen_1,2016,12,1.15220545931849
Buttenwiesen_1,2017,1,0.282203730389966
Buttenwiesen_1,2017,12,1.00833880386697
Buttenwiesen_1,2018,1,0.466633002387674
Buttenwiesen_1,2018,12,0.596036184657282
Buttenwiesen_1,2019,1,1.26574633313817
Buttenwiesen_1,2019,12,1.5468453682703
Buttenwiesen_1,2020,1,0.862336543634989
Buttenwiesen_1,2020,12,1.65908293083214
Buttenwiesen_1,2021,1,0.616630605318523
Buttenwiesen_1,2021,12,1.51707967792051
Buttenwiesen_2,2015,1,0.41160600042022
Buttenwiesen_2,2015,12,-0.154425304596488
Buttenwiesen_2,2016,1,0.687556504459127
Buttenwiesen_2,2016,12,1.16976281744109
Buttenwiesen_2,2017,1,0.28365997248634
Buttenwiesen_2,2017,12,1.00619767478536
Buttenwiesen_2,2018,1,0.47401283731695
Buttenwiesen_2,2018,12,0.610429669300265
Buttenwiesen_2,2019,1,1.27019997076098
Buttenwiesen_2,2019,12,1.56092134928826
Buttenwiesen_2,2020,1,0.867737033980688
Buttenwiesen_2,2020,12,1.66824235181771
Buttenwiesen_2,2021,1,0.615603770779075
Buttenwiesen_2,2021,12,1.52991222807589
Dirlewang_1,2015,1,0.125592057235314
Dirlewang_1,2015,12,-0.581879573174598
Dirlewang_1,2016,1,0.800580861794266
Dirlewang_1,2016,12,1.37484016988832
Dirlewang_1,2017,1,-0.0988935638152241
Dirlewang_1,2017,12,0.515085809956661
Dirlewang_1,2018,1,0.141005933943067
Dirlewang_1,2018,12,-0.237527505653581
Dirlewang_1,2019,1,0.983334205112588
Dirlewang_1,2019,12,1.51344524322172
Dirlewang_1,2020,1,0.490940746254986
Dirlewang_1,2020,12,1.74841468135159
Dirlewang_1,2021,1,0.137735768277928
Dirlewang_1,2021,12,1.29004279722013
Dirlewang_2,2015,1,0.119233774572972
Dirlewang_2,2015,12,-0.564581489718014
Dirlewang_2,2016,1,0.794349230452592
Dirlewang_2,2016,12,1.32924270410039
Dirlewang_2,2017,1,-0.0943054227630768
Dirlewang_2,2017,12,0.510867779253929
Dirlewang_2,2018,1,0.151771688838523
Dirlewang_2,2018,12,-0.223140819451738
